ref;nump;reg;dpt;com;insee;edif;adresse;leg;lieucor;autp;autoeu;scle;datpv;serie;typdoc;lbase;copy;video_v;video_p;wgs84;filename
APMH00037581;MH0037581;Ile-de-France;75;Paris 04;75104;Hôtel des parlementaires;3 rue des Lions;Façade sur rue;;Atget, Eugène (photographe);;;1900;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0341/sap01_mh00037581_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b363c7c143099cefed8757f442251258/;48.8520486, 2.3623886;http://www.culture.gouv.fr/Wave/image/memoire/0341/sap01_mh00037581_p.jpg
APMH00007420;MH0007420;Ile-de-France;75;Paris;75056;Eglise Saint-Julien-le-Pauvre;;Dessin;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00088416;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0072/sap01_mh007420_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b06055b6b8816080b0fecfdfc5affba8/;48.8520868, 2.3469534;http://www.culture.gouv.fr/Wave/image/memoire/0072/sap01_mh007420_p.jpg
APMH00023814;MH0023814;Ile-de-France;75;Paris;75056;Eglise Saint-Séverin;;Ensemble ouest, en perspective;;Durand, Eugène (photographe);;;;;Négatif;PA00088419;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023814_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a55b397313dd027afa3f0de07190a14b/;48.852242, 2.3454748;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023814_p.jpg
APMH00023812;MH0023812;Ile-de-France;75;Paris;75056;Eglise Saint-Séverin;;Ensemble sud, moins la première travée à l'ouest;;Durand, Eugène (photographe);;;;;Négatif;PA00088419;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023812_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/8139adc7bf14ebe407baccdb1477524f/;48.852242, 2.3454748;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023812_p.jpg
APMH00004696;MH0004696;Ile-de-France;75;Paris 05;75105;Immeuble;14 rue Saint-Julien-le-Pauvre;Façade sur rue;;Robert, Paul (photographe);;;1892;;Négatif;PA00088473;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00004696_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e1106e33a4af60357959a8481a95777b/;48.8524341, 2.3471368;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00004696_p.jpg
APMH00003780;MH0003780;Ile-de-France;75;Paris 05;75105;Eglise Saint-Julien-le-Pauvre;square René-Viviani;Vue intérieure du bas-côté nord et de la nef, vers l'ouest;;Mieusement, Médéric (photographe);;;1893 (avant);;Négatif;PA00088416;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0402/sap01_mh003780_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/5fe9bcccf2d3eea359436f6454826119/;48.852461, 2.347307;http://www.culture.gouv.fr/Wave/image/memoire/0402/sap01_mh003780_p.jpg
APMH00037606;MH0037606;Ile-de-France;75;Paris 04;75104;Maison;3 quai de Bourbon;Façade sur rue, vue de la devanture;;Atget, Eugène (photographe);;;1900/05;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037606_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ad48a2663b27588f234b813d718c8050/;48.8526886, 2.3562108;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037606_p.jpg
APMH00004695;MH0004695;Ile-de-France;75;Paris 04;75104;Ancien hôtel de Jassaud;19 quai de Bourbon;Façade sur rue : Porte et balcon;;Robert, Paul (photographe);;;1892;;Négatif;PA00086291;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00004695_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/f5a7e4eb0afcbd37462a049a00336373/;48.8526886, 2.3562108;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00004695_p.jpg
APMH00004693;MH0004693;Ile-de-France;75;Paris 04;75104;Maison;quai de Bourbon;"Inscription du nom de l'ancienne rue : ""rue de la Femme-sans-Teste""";;Robert, Paul (photographe);;;1892;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00004693_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/7063b78d20c8c24aa7b7ba5f744d6fee/;48.8526886, 2.3562108;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00004693_p.jpg
APMH00004528;MH0004528;Ile-de-France;75;Paris 04;75104;Hôtel Jean-Louis Raoul;4 rue Beautreillis;Cour intérieure : Façade;;Robert, Paul (photographe);;;1892;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004528_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3fd3122c9c49fe9ab8202153a7db6634/;48.8528452, 2.3634957;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004528_p.jpg
APMH00006629;MH0006629;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006629_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/6c3342401982111efcc68d53a37adf94/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006629_p.jpg
APMH00006607;MH0006607;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006607_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/12d1e91f8c1289df9a917a99e0afff74/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006607_p.jpg
APMH0014089B;MH0014089B;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : oculus;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014089b_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/bf8b6d009bb7ac6695ce35e1e9c544bc/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014089b_p.jpg
APMH00021101;MH0021101;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade sud : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021101_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/76a18426957ac5bf1a8a969b874b017f/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021101_p.jpg
APMH00035626;MH0035626;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;;"75 ; Paris 16 ; Palais de Chaillot (Trocadéro) ; Musée de Sculpture comparée, musée des Monuments français";Enlart, Camille (historien);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035626_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/92635cccfc07eb0d062e6076a2e5665c/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035626_p.jpg
APMH00021098;MH0021098;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade sud : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021098_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/91e5d479ec011e6362c679a170cdf722/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021098_p.jpg
APMH00035631;MH0035631;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;;"75 ; Paris 16 ; Palais de Chaillot (Trocadéro) ; Musée de Sculpture comparée, musée des Monuments français";Enlart, Camille (historien);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035631_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/6357d4cc88cf92502c8f27efb460d608/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035631_p.jpg
APMH00035629;MH0035629;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;;"75 ; Paris 16 ; Palais de Chaillot (Trocadéro) ; Musée de Sculpture comparée, musée des Monuments français";Enlart, Camille (historien);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035629_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/baa3625a0a0b8b7374e1cebead9ab2b1/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035629_p.jpg
APMH00035627;MH0035627;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;;"75 ; Paris 16 ; Palais de Chaillot (Trocadéro) ; Musée de Sculpture comparée, musée des Monuments français";Enlart, Camille (historien);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035627_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/0e4310f4fd6bf861b7bee23b327d7cfc/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035627_p.jpg
APMH00023656;MH0023656;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;;;Service photographique;;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023656_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d52e8510f9e12e5331921414df8b2af7/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023656_p.jpg
APMH00023654;MH0023654;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;;;Service photographique;;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023654_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/2f2e6b3884312f711b563491b5c485d8/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/1786/sap01_mh0023654_p.jpg
APMH00014060;MH0014060;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Transept sud : bas-relief décorant le soubassement;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014060_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/575727978c3c0491ff4f530a3c59d628/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014060_p.jpg
APMH00014047;MH0014047;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : partie ouest;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014047_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/413b053ba2cd046fb542e5c3c6bc9add/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014047_p.jpg
APMH00014046;MH0014046;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : transept;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014046_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/9b90d7351101ba2a0830bbe02be44343/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014046_p.jpg
APMH00014114;MH0014114;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Ensemble sud-est;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014114_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/caea242abb0b8cdcb677235fd5249ac8/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014114_p.jpg
APMH00014051;MH0014051;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : fenêtres et gables;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014051_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/5b1bceb3535060883cc4271092015e1e/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014051_p.jpg
APMH00014042;MH0014042;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : arcs-boutants et transept pris du haut de la tour sud-ouest;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014042_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/5ea356d26b2c5c75dece67647515d46d/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014042_p.jpg
APMH00012834;MH0012834;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Transept sud : statue dans une niche;;Durand, Jean-Eugène (photographe);;;1917 (avant);;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh012834_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/f163ab3bbeacc0dfdee0c674dcb9d51e/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh012834_p.jpg
APMH00014115;MH0014115;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside : pinacles;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014115_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d117bba5e905de77d005cfa4cbb16b2d/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014115_p.jpg
APMH00014093;MH0014093;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Portail du transept nord : partie centrale;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014093_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d1b0d9325b7754842592eca1574e5aae/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014093_p.jpg
APMH00014081;MH0014081;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Portail nord de la façade ouest;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014081_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/33020546d66049b46691a9955f25e513/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014081_p.jpg
APMH00014057;MH0014057;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Tours clochers de la façade ouest : couronnement côté est;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014057_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e55006ffcfaf17b5ec0affd7c6afdfda/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014057_p.jpg
APMH00005066;MH0005066;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;;"75 ; Paris 16 ; Palais de Chaillot (Trocadéro) ; Musée de sculpture comparée, Musée des Monuments français";Mieusement, Médéric (photographe);;;1893 (avant);;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00005066_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/422f055055d8ed7254cf62927fe50126/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0701/sap01_mh00005066_p.jpg
APMH00006637;MH0006637;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006637_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/0e4feca18354c582065e16960901b16f/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006637_p.jpg
APMH00006636;MH0006636;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006636_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/bf109443cc6e8b798fc68cad4d5d203b/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006636_p.jpg
APMH00014118;MH0014118;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Clôture du choeur;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014118_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3a33945de589d6958e8e5e24037ee66f/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014118_p.jpg
APMH00014108;MH0014108;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Vue intérieure de la nef, vers le nord-ouest;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014108_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/10003d35e3d330b79d4e2f79be55a3f5/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014108_p.jpg
APMH00014103;MH0014103;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Vue intérieure de la nef, vers le choeur;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014103_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/2f6a33cce69ee3448da7dac396324232/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014103_p.jpg
APMH00014101;MH0014101;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside, côté sud : galerie entre les arcs-boutants;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014101_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/f6110128f22ce892d0f4421996031890/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014101_p.jpg
APMH00014090;MH0014090;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside, côté sud : deux bas-reliefs;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014090_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/767d13d471ae2444a1ce1591ec00199e/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014090_p.jpg
APMH00014085;MH0014085;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade ouest : pentures de porte;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014085_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/243572739b018ec5de630456a27c324c/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014085_p.jpg
APMH00014048;MH0014048;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : arcs-boutants de l'abside;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014048_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a4efbb40b6f3abebf6bc16bcbb0feb99/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014048_p.jpg
APMH00006634;MH0006634;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006634_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3480666ffa89819cb42ddde3c36c7ed8/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006634_p.jpg
APMH00006612;MH0006612;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006612_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b5d475493193f3e95d294a83cd214e45/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006612_p.jpg
